№ заказа,Дата поступления заказа,Название товара в Kaspi Магазине,Название в системе продавца,Артикул,Сумма,Категория,Адрес самовывоза/доставки,Дата изменения статуса,Статус,Причина отмены,Способ оплаты,Способ доставки,Курьерская служба,Принял,Выдал,Отменил,Оценка покупателя,Отзыв покупателя,Дата публикации отзыва,Оформил,Количество,Стоимость доставки для покупателя,Стоимость доставки для продавца,Компенсация за доставку,Требуется подписание,Плановая дата передачи курьеру,Фактическая дата комплектации,Склад передачи КД
980381455,29.06.2026,Комплект для взбивания белый,вспениватель,116411803_456123123,1290,Электрические вспениватели молока,г. Астана,30.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз,Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,30.06.2026,,30397554_PP2
980659895,30.06.2026,Комплект для взбивания белый,вспениватель,116411803_456123123,1321,Электрические вспениватели молока,г. Астана,30.06.2026,Передан курьеру,,Безналичная оплата,Доставка,Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,30.06.2026,,30397554_PP2
980376257,29.06.2026,"PROSPERO декоративный светильник с эффектом заката NB604-3, стекло",лампа для блога,105611216_79099041,1699,Ночники и декоративные светильники,г. Алматы,30.06.2026,Передан курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,30.06.2026,,30397554_PP2
980878111,30.06.2026,Нитковдеватель 30343835_535027678 1 шт,нитковдеватель,154813510_5743359205,2200,Вспомогательные инструменты для шитья,г. Костанай,30.06.2026,Передан курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,173.0,,Не требуется,30.06.2026,,30397554_PP2
980705687,30.06.2026,"Гриль-мангал 251818, чугун",стол гриль без крышки,139817817_498498156,16478,"Барбекю, грили и коптильни",г. Актобе,30.06.2026,Передан курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,1507.0,,Не требуется,30.06.2026,,30397554_PP2
980020419,29.06.2026,Коврик Коврик в палатку 200x200 см,коврик в палатку,112806580_84561215631,18980,Туристические коврики,г. Алматы,30.06.2026,Передан курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,10,0.0,1507.0,,Не требуется,30.06.2026,,30397554_PP2
981201730,30.06.2026,"Набор Набор столовых приборов (вилка, нож, ложка), 19см, складной, сталь 2CR13, пластик, чехол 3 шт",походные приборы 3 шт,141662640_8769889400,2394,Туристическая посуда,г. Усть-Каменогорск,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,2,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981201038,30.06.2026,Светодиодный дисплей 019624,Led лента,23465332242,8500,Прочие аксессуары для автомобиля,г. Актау,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981201038,30.06.2026,Игрушка Самурай 4866694,набор самураи 2 шт,130946716_657365729,500,Прочие аксессуары для автомобиля,г. Актау,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981198143,30.06.2026,Чехлы для шин 189063369 L черный,чехол для колес L,123588456_94280989,3987,Защитные тенты-чехлы,г. Павлодарское,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981178871,30.06.2026,Держатель для очков 536904131 черный 7 см,держатель очков hyundai,119220282_1356487956341,999,Держатели для очков,г. Сарыозек,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981170636,30.06.2026,"Корзина 6926735020158 31x19x18 см, пластик, силикон",силиконовая корзинка,122237870_85748792357,1785,"Коробки, ящики и корзины для хранения",г. Уральск,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981163664,30.06.2026,Ветрозащитный экран APQ030-2,ветрозащитный экран,119939163_6548092845,2013,Аксессуары для туристических горелок,г. Актау,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981162369,30.06.2026,"PROSPERO декоративный светильник с эффектом заката NB604-3, стекло",лампа для блога,105611216_79099041,1699,Ночники и декоративные светильники,г. Щучинск,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Доставка (межгород),Kaspi Логистика,,,,,,,,1,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981160686,30.06.2026,"Часы электронные 16157146_685_ часы будильник, пластик",часы электронные белые,138955082_4545612336,902,Настольные часы,г. Алтай,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981157141,30.06.2026,"Плитка Плита порт. газовая ""IN FIRE"" FX8720 арт 3683 без баллона",газовая горелка маленькая,108590085_2311233,1570,Туристические горелки и обогреватели,"г. Астана, улица Толе Би 14/1 (НП 4 Офисное помещение справа от 3 подъезда ТОО Jibekki)",30.06.2026,Принят партнером,,Безналичная оплата,Самовывоз,,,,,,,,,1,0.0,,0.0,Не требуется,,,
981154155,30.06.2026,Accessories наклейка Hyundai 9x9 см,Accessories наклейка Hyundai 9x9 см,117473829_834474766,629,Пленки и наклейки для автомобилей,г. Алматы,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,500.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
981142492,30.06.2026,Держатель для очков FEYS-0022 красный 86 см,держатель очков бордо,136890679_6734788934,764,Держатели для очков,г. Мерке,30.06.2026,Ожидает передачи курьеру,,Безналичная оплата,Самовывоз (межгород),Kaspi Логистика,,,,,,,,1,0.0,0.0,,Не требуется,01.07.2026,,30397554_PP2
